id_original,nombre_referencia,total_docs,toxicidad_genetica,carcinogenesis,disrupcion_endocrina,toxicidad_metabolica,microbiota_gut_health,barrera_hematoencefalica,inmunotoxicidad_alergia,inflamacion_cronica,potencial_bioactivo,evidencia_clinica_humana,estudios_mecanisticos
339,Gold,2,0,0,0,0,0,0,0,0,0,0,0
340,Dextrin,0,0,0,0,0,0,0,0,0,0,0,0
341,ammonium adipate,2,0,0,0,0,0,0,0,0,0,0,0
342,Butane,2,0,0,0,0,0,0,0,0,0,0,0
343,Succinylated monoglycerides,2,0,0,0,0,0,0,0,0,0,0,0
344,Monocalcium phosphate,2,0,0,0,0,0,0,0,0,0,0,0
345,mineral oil,2,0,0,0,0,0,0,0,0,0,0,0
346,Dimethylpolysiloxane and Methylphenylpolysiloxane,2,0,0,0,0,0,0,0,0,0,0,0
347,Brown FK,2,0,0,0,0,0,0,0,0,0,0,0
348,Glyceryl diacetate,2,0,0,0,0,0,0,0,0,0,0,0
349,Chlorophyllins,2,0,0,0,0,0,0,0,0,0,0,0
350,Dipotassium phosphate,2,0,0,0,0,0,0,0,0,0,0,0
351,Sodium nitrite,0,0,0,0,0,0,0,0,0,0,0,0
352,Lecithin,2,0,0,0,0,0,0,0,0,0,0,0
353,Calcium tartrate,2,0,0,0,0,0,0,0,0,0,0,0
354,Iron oxides and iron hydroxides,2,0,0,0,0,0,0,0,0,0,0,0
355,Nitrogen oxides,2,0,0,0,0,0,0,0,0,0,0,0
356,Calcium fumarate,0,0,0,0,0,0,0,0,0,0,0,0
357,Sodium calcium polyphosphate,2,0,0,0,0,0,0,0,0,0,0,0
358,Potassium tartrates,2,0,0,0,0,0,0,0,0,0,0,0
359,Gelatine,2,0,0,0,0,0,0,0,0,0,0,0
360,Ethyl p-hydroxybenzoate,2,0,0,0,0,0,0,0,0,0,0,0
361,Petunidin,2,0,0,0,0,0,0,0,0,0,0,0
362,Annatto bixin,2,0,0,0,0,0,0,0,0,0,0,0
