nombre_final,total_docs,riesgo_cronico,riesgo_agudo,microbiota,beneficio,evidencia_humana
isomalt,-0.07184435426986148,-0.4562082863240725,-0.09339092114664052,-0.27119388993922744,-0.17183431444529323,0.014168278190323803
Anionic methacrylate copolymer,-1.2258385980141409,-0.7070318748913621,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Glutamic acid,1.9276262689657546,2.0517329954512813,2.0533844971655872,2.0523657681539422,1.96520483307565,1.996880501821379
Sorbitan monooleate,0.35210958833877615,0.3770096393980754,0.3121974674470276,-0.031234427434799022,0.32499400445208887,0.2461356479061091
Erythrosine,0.52513252877957,0.5432969029836741,0.5628757098019487,-0.13605572876250271,0.36712715656376527,0.559662188190821
Hydrochloric acid,1.4528869203264705,1.348817887346943,1.5077657468457542,1.180818012318079,1.3875173254202013,1.3956086965019407
Formaldehyde,1.7619555922929362,2.120409580366925,2.1701449405900877,1.403377400845465,1.6583367222017107,1.8798998389381019
Sodium hydrogen malate,0.006608422760176787,-0.35210709136495905,-0.023937778751519912,-0.4616604305341174,0.10114577654165548,-0.4087865797710257
Lecithin citrate,-0.12897085053959811,-0.30948589271589627,-0.2879836254344315,-0.27119388993922744,-0.07499308601059948,-0.18817182525544573
Carrageenan,1.4482703184637538,1.6864238860642038,2.50635263889213,1.5340629382720712,1.8277440992717053,1.3266045928380858
calcium lactate,0.42240404944401466,0.3709277828345327,0.10874534912195968,-0.27119388993922744,0.301769218941156,0.5990396092695855
Leucine,2.0466133726867843,2.440649553024347,2.3045722188442475,2.401313430982129,1.902364969927006,2.181074048133671
Annatto,0.20370070623330608,0.29626247937779626,0.4347007722191826,0.24487735242727746,0.6129531961431198,0.28480086558448453
Magnesium diglutamate,-1.1536985181658492,-0.6029306799322486,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-0.8520729310695998
Sodium gluconate,0.6038154365315008,0.3888750285385236,0.41516122603683275,-0.27119388993922744,0.3642864150490102,0.7915811604772358
Basic methacrylate copolymer,-1.2258385980141409,-0.7070318748913621,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-0.9904085750728697
Hydroxypropyl distarch phosphate,-0.5436277616563159,-0.7070318748913621,-0.9705322375809257,-0.4616604305341174,-0.774986907795104,-0.8520729310695998
Polyglycerol polyricinoleate,-0.051977284962845295,-0.30948589271589627,-0.5520294721173432,-0.27119388993922744,0.2376358220351299,-0.3029686415817453
Trisodium phosphate,0.10050499650035545,-0.2713599313446798,-0.4424405442151025,-0.13605572876250271,-0.21678443589758375,-0.013889525190826488
Orange GGN,-1.1536985181658492,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Spiramycin,0.735835598239599,0.5996219127496357,0.8023364049681696,0.41761543854343625,0.41454341264874844,0.8474425680390707
Sulphuric acid,0.7660181486014129,0.5114643514982282,0.17065492553627093,-0.031234427434799022,0.5385180437640382,0.5614721535910246
ammonium malate,-0.9636729642564194,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Tragacanth,0.3629673627296903,0.17147782947832158,0.3614190786673774,-0.27119388993922744,0.41207727801605576,0.25951687974043836
Pullulan,0.8177479477767827,0.930540069731363,0.795010455464902,0.7056202153756169,0.822280006454348,0.7368358418122325
Monopotassium glutamate,-0.5854006229888767,-0.5221835199119695,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-0.32650746925871565
Helium,1.4635473397081185,1.4092684037382675,1.487896397489103,0.5958800388565033,1.0819923359208958,1.446159891847706
Octyl gallate,0.05771709507138988,0.23028724578989934,0.33760272182853346,-0.13605572876250271,0.36712715656376527,0.07185334784148985
